DATE,MAX TEMPERATURE(F),MAX_TEMP_CELSIUS,MIN TEMPERATURE(F),MIN_TEMP_CELSIUS,MEAN TEMPERATURE(C),DAILY SUNSHINE (0.1HOURS),DAILY SNOW (1CM),DAILY PRECIPITATION (0.1MM),DAILY GLOBAL RADIATION (W/m2),DAILY SEA LEVEL PRESSURE (0.1 hPa),DAILY RELATIVE HUMIDITY (%),DAILY CLOUD COVER (oktas)
01/08/21,27,-2.78,-21,-29.4,-16.09,0,3–5,0,46,10186,91,8
01/09/21,62,16.67,-5,-20.6,-1.965,21,3–5,0,21,10264,93,4
01/10/21,94,34.44,-21,-29.4,2.52,0,3–5,0,38,10261,94,8
01/11/21,89,31.67,-7,-21.7,4.985,0,3–5,60,22,10179,85,8
01/12/21,100,37.78,59,15,26.39,0,0,6,35,10142,89,8
01/13/21,60,15.56,4,-15.6,-0.02,0,1–2,118,24,10184,96,8
01/14/21,41,5,43,6.1,5.55,0,0,40,14,10167,95,8
01/15/21,84,28.89,0,-17.8,5.545,5,1–2,48,15,10298,90,5
01/16/21,82,27.78,-8,-22.2,2.79,5,3–5,10,34,10200,87,8
01/17/21,115,46.11,24,-4.4,20.855,25,0,0,25,10236,78,6
01/18/21,121,49.44,7,-13.9,17.77,0,1–2,20,52,10213,90,5
01/19/21,101,38.33,29,-1.7,18.315,1,0,10,31,10041,89,8
01/20/21,83,28.33,96,35.6,31.965,0,0,58,21,9874,91,8
01/21/21,82,27.78,36,2.2,14.99,17,0,0,15,9847,77,5
01/22/21,48,8.89,-6,-21.1,-6.105,47,3–5,12,48,9922,85,3
01/23/21,15,-9.44,-9,-22.8,-16.12,19,3–5,0,63,9957,89,5
01/24/21,51,10.56,-35,-37.2,-13.32,0,6–10,76,44,9971,92,7
01/25/21,76,24.44,-27,-32.8,-4.18,62,6–10,2,29,10097,80,2
01/26/21,112,44.44,-30,-34.4,5.02,0,6–10,22,68,10158,91,7
01/27/21,135,57.22,6,-14.4,21.41,0,1–2,204,26,10111,96,8
01/28/21,115,46.11,76,24.4,35.255,9,0,52,27,10016,91,8
01/29/21,54,12.22,83,28.3,20.26,19,0,166,49,9984,87,7
01/30/21,41,5,54,12.2,8.6,0,0,36,46,9978,90,8
01/31/21,101,38.33,1,-17.2,10.565,1,1–2,14,20,9979,82,6
02/01/21,135,57.22,13,-10.6,23.31,0,1–2,46,33,9970,91,8
02/02/21,104,40,33,0.6,20.3,7,0,10,17,9946,89,8
02/03/21,91,32.78,72,22.2,27.49,0,0,2,47,9966,84,7
02/04/21,108,42.22,14,-10,16.11,3,0,64,32,10082,95,6
02/05/21,83,28.33,44,6.7,17.515,35,0,18,43,10081,90,6
02/06/21,25,-3.89,39,3.9,0.005,4,0,58,72,10068,91,8
02/07/21,-5,-20.56,24,-4.4,-12.48,0,0,0,53,10046,79,8
02/08/21,4,-15.56,-19,-28.3,-21.93,0,3–5,15,37,10039,74,8
02/09/21,30,-1.11,-15,-26.1,-13.605,0,3–5,25,25,10070,77,8
02/10/21,12,-11.11,-20,-28.9,-20.005,46,3–5,6,35,10158,66,3
02/11/21,20,-6.67,-38,-38.9,-22.785,27,6–10,0,86,10269,70,5
02/12/21,18,-7.78,-15,-26.1,-16.94,45,3–5,0,86,10302,56,7
02/13/21,79,26.11,-42,-41.1,-7.495,33,6–10,0,103,10323,52,6
02/14/21,132,55.56,-28,-33.3,11.13,0,6–10,32,88,10256,61,8
02/15/21,114,45.56,17,-8.3,18.63,18,0,10,37,10181,89,7
02/16/21,110,43.33,79,26.1,34.715,4,0,26,59,10099,88,6
02/17/21,107,41.67,72,22.2,31.935,0,0,24,33,10097,89,7
02/18/21,123,50.56,76,24.4,37.48,30,0,14,29,10038,77,4
02/19/21,144,62.22,41,5,33.61,0,0,0,71,10079,84,7
02/20/21,137,58.33,79,26.1,42.215,13,0,6,52,10031,68,6
02/21/21,102,38.89,100,37.8,38.345,3,0,0,77,10081,81,7
02/22/21,144,62.22,72,22.2,42.21,0,0,6,55,10147,89,8
02/23/21,158,70,46,7.8,38.9,62,0,0,35,10229,76,5
02/24/21,118,47.78,86,30,38.89,19,0,0,125,10223,69,6
02/25/21,131,55,89,31.7,43.35,0,0,0,86,10268,72,7
02/26/21,132,55.56,12,-11.1,22.23,92,1–2,2,73,10373,69,0
02/27/21,94,34.44,3,-16.1,9.17,91,1–2,0,152,10409,74,0
02/28/21,102,38.89,29,-1.7,18.595,47,0,0,149,10372,83,3
03/01/21,87,30.56,36,2.2,16.38,58,0,0,118,10320,82,5
03/02/21,90,32.22,36,2.2,17.21,26,0,0,116,10300,84,5
03/03/21,59,15,33,0.6,7.8,3,0,80,80,10276,94,8
03/04/21,60,15.56,38,3.3,9.43,0,0,0,50,10251,85,8
03/05/21,69,20.56,13,-10.6,4.98,13,1–2,0,37,10319,62,6
03/06/21,71,21.67,3,-16.1,2.785,1,1–2,0,75,10338,66,7
03/07/21,109,42.78,3,-16.1,13.34,47,1–2,0,77,10277,61,5
03/08/21,134,56.67,-10,-23.3,16.685,12,3–5,0,127,10238,69,7
03/09/21,112,44.44,9,-12.8,15.82,77,1–2,0,118,10201,68,4
03/10/21,123,50.56,53,11.7,31.13,0,0,48,150,10074,86,8
03/11/21,111,43.89,71,21.7,32.795,48,0,14,43,9963,71,5
03/12/21,112,44.44,45,7.2,25.82,18,0,48,149,10021,75,5
03/13/21,102,38.89,49,9.4,24.145,28,0,8,114,9959,70,6
03/14/21,128,53.33,36,2.2,27.765,19,0,2,121,10130,74,6
03/15/21,146,63.33,71,21.7,42.515,13,0,0,93,10206,68,7
03/16/21,103,39.44,69,20.6,30.02,3,0,0,101,10276,74,7
03/17/21,105,40.56,43,6.1,23.33,21,0,8,72,10333,74,3
03/18/21,120,48.89,33,0.6,24.745,0,0,8,97,10289,81,7
03/19/21,108,42.22,63,17.2,29.71,67,0,0,87,10282,72,5
03/20/21,122,50,29,-1.7,24.15,0,0,0,175,10312,79,7
03/21/21,144,62.22,65,18.3,40.26,21,0,0,69,10288,68,6
03/22/21,135,57.22,38,3.3,30.26,86,0,0,154,10265,69,3
03/23/21,140,60,18,-7.8,26.1,45,0,0,203,10242,75,3
03/24/21,132,55.56,22,-5.6,24.98,15,0,0,146,10209,81,6
03/25/21,126,52.22,28,-2.2,25.01,28,0,0,113,10184,82,4
03/26/21,122,50,78,25.6,37.8,3,0,30,130,10108,80,6
03/27/21,127,52.78,24,-4.4,24.19,62,0,0,87,10206,70,4
03/28/21,199,92.78,71,21.7,57.24,0,0,0,176,10229,74,8
03/29/21,238,114.44,97,36.1,75.27,79,0,0,110,10268,68,4
03/30/21,198,92.22,30,-1.1,45.56,113,0,0,225,10274,58,0
03/31/21,151,66.11,74,23.3,44.705,8,0,0,233,10204,62,5
04/01/21,109,42.78,79,26.1,34.44,52,0,0,124,10247,71,4
04/02/21,98,36.67,52,11.1,23.885,47,0,0,184,10304,61,6
04/03/21,154,67.78,53,11.7,39.74,4,0,0,196,10322,64,7
04/04/21,80,26.67,20,-6.7,9.985,97,0,0,137,10255,65,2
04/05/21,80,26.67,53,11.7,19.185,66,0,0,251,10187,49,4
04/06/21,80,26.67,-4,-20,3.335,63,1–2,0,210,10208,57,3
04/07/21,128,53.33,-24,-31.1,11.115,27,6–10,0,208,10239,60,5
04/08/21,143,61.67,20,-6.7,27.485,13,0,0,157,10214,60,8
04/09/21,87,30.56,46,7.8,19.18,58,0,0,154,10134,68,6
04/10/21,98,36.67,58,14.4,25.535,0,0,0,182,10133,67,8
04/11/21,103,39.44,10,-12.2,13.62,70,1–2,16,88,10196,63,4
04/12/21,133,56.11,-14,-25.6,15.255,41,3–5,0,220,10289,66,5
04/13/21,126,52.22,-9,-22.8,14.71,52,3–5,0,192,10326,66,3
04/14/21,115,46.11,25,-3.9,21.105,64,0,0,188,10327,61,4
04/15/21,123,50.56,10,-12.2,19.18,51,1–2,0,220,10332,64,4
04/16/21,138,58.89,7,-13.9,22.495,78,1–2,0,182,10312,62,2
04/17/21,157,69.44,-1,-18.3,25.57,121,1–2,0,249,10290,49,2
04/18/21,178,81.11,11,-11.7,34.705,128,1–2,0,316,10250,48,2
04/19/21,186,85.56,29,-1.7,41.93,124,0,0,304,10212,59,0
04/20/21,147,63.89,44,6.7,35.295,87,0,0,300,10180,62,1
04/21/21,146,63.33,67,19.4,41.365,49,0,0,270,10213,68,3
04/22/21,172,77.78,24,-4.4,36.69,129,0,0,228,10272,58,0
04/23/21,171,77.22,23,-5,36.11,126,0,0,330,10285,58,0
04/24/21,145,62.78,37,2.8,32.79,130,0,0,330,10275,54,0
04/25/21,139,59.44,46,7.8,33.62,105,0,0,335,10281,61,2
04/26/21,161,71.67,42,5.6,38.635,100,0,0,307,10213,56,3
04/27/21,125,51.67,16,-8.9,21.385,56,0,0,314,10102,57,5
04/28/21,123,50.56,67,19.4,34.98,0,0,56,219,10065,69,8
04/29/21,127,52.78,36,2.2,27.49,48,0,0,76,10116,61,6
04/30/21,133,56.11,40,4.4,30.255,40,0,0,202,10151,62,6
05/01/21,153,67.22,30,-1.1,33.06,63,0,0,221,10165,62,4
05/02/21,140,60,44,6.7,33.35,50,0,2,207,10204,60,5
05/03/21,151,66.11,57,13.9,40.005,16,0,76,214,10120,70,6
05/04/21,144,62.22,77,25,43.61,77,0,2,182,10002,61,5
05/05/21,128,53.33,30,-1.1,26.115,77,0,44,298,10089,71,4
05/06/21,157,69.44,16,-8.9,30.27,68,0,0,265,10074,65,4
05/07/21,175,79.44,41,5,42.22,75,0,96,253,10154,50,4
05/08/21,204,95.56,65,18.3,56.93,0,0,2,258,10052,77,7
05/09/21,171,77.22,115,46.1,61.66,25,0,14,93,9971,72,6
05/10/21,178,81.11,102,38.9,60.005,60,0,10,226,10006,73,5
05/11/21,175,79.44,55,12.8,46.12,50,0,0,244,10071,69,5
05/12/21,145,62.78,89,31.7,47.24,64,0,16,256,10085,63,5
05/13/21,134,56.67,97,36.1,46.385,8,0,26,257,10061,82,6
05/14/21,150,65.56,81,27.2,46.38,4,0,20,111,10091,78,7
05/15/21,150,65.56,85,29.4,47.48,22,0,24,138,10009,83,7
05/16/21,165,73.89,75,23.9,48.895,25,0,126,167,9979,87,6
05/17/21,171,77.22,99,37.2,57.21,25,0,50,183,10053,83,7
05/18/21,183,83.89,55,12.8,48.345,55,0,40,213,10134,82,5
05/19/21,141,60.56,86,30,45.28,67,0,0,257,10177,69,5
05/20/21,133,56.11,65,18.3,37.205,1,0,8,252,10125,77,6
05/21/21,149,65,103,39.4,52.2,3,0,36,118,9967,78,8
05/22/21,136,57.78,92,33.3,45.54,17,0,24,131,10033,80,6
05/23/21,141,60.56,40,4.4,32.48,19,0,162,161,10079,80,6
05/24/21,159,70.56,68,20,45.28,55,0,54,187,10034,83,6
05/25/21,177,80.56,61,16.1,48.33,9,0,2,237,10136,76,6
05/26/21,212,100,53,11.7,55.85,37,0,0,168,10149,70,6
05/27/21,197,91.67,74,23.3,57.485,86,0,0,259,10202,62,3
05/28/21,216,102.22,101,38.3,70.26,24,0,12,298,10233,70,8
05/29/21,215,101.67,117,47.2,74.435,47,0,0,209,10267,62,5
05/30/21,241,116.11,86,30,73.055,90,0,0,280,10274,73,2
05/31/21,257,125,90,32.2,78.6,100,0,0,345,10213,66,2
06/01/21,279,137.22,108,42.2,89.71,132,0,0,361,10150,52,0
06/02/21,238,114.44,129,53.9,84.17,73,0,0,385,10126,55,4
06/03/21,175,79.44,168,75.6,77.52,66,0,8,288,10184,70,6
06/04/21,235,112.78,126,52.2,82.49,3,0,66,284,10229,84,7
06/05/21,232,111.11,98,36.7,73.905,107,0,2,117,10243,67,2
06/06/21,233,111.67,131,55,83.335,36,0,0,354,10245,73,5
06/07/21,247,119.44,137,58.3,88.87,45,0,0,265,10238,73,6
06/08/21,263,128.33,115,46.1,87.215,136,0,0,297,10231,63,0
06/09/21,247,119.44,114,45.6,82.52,123,0,0,381,10217,60,1
06/10/21,256,124.44,156,68.9,96.67,42,0,0,386,10208,75,6
06/11/21,246,118.89,164,73.3,96.095,30,0,0,237,10199,71,7
06/12/21,280,137.78,133,56.1,96.94,121,0,0,252,10235,60,2
06/13/21,288,142.22,145,62.8,102.51,138,0,0,384,10259,55,0
06/14/21,266,130,154,67.8,98.9,87,0,0,385,10208,58,3
06/15/21,292,144.44,148,64.4,104.42,112,0,0,329,10205,53,4
06/16/21,214,101.11,148,64.4,82.755,91,0,42,359,10119,66,4
06/17/21,143,61.67,177,80.6,71.135,0,0,194,301,10107,85,8
06/18/21,164,73.33,136,57.8,65.565,0,0,158,93,10132,94,8
06/19/21,184,84.44,119,48.3,66.37,0,0,2,46,10139,85,8
06/20/21,143,61.67,129,53.9,57.785,0,0,12,80,10089,85,8
06/21/21,180,82.22,119,48.3,65.26,0,0,32,112,10128,83,8
06/22/21,223,106.11,113,45,75.555,19,0,0,107,10205,63,6
06/23/21,203,95,80,26.7,60.85,96,0,0,238,10234,59,2
06/24/21,230,110,95,35,72.5,34,0,2,331,10215,74,4
06/25/21,236,113.33,136,57.8,85.565,40,0,0,226,10162,67,6
06/26/21,205,96.11,139,59.4,77.755,48,0,0,279,10174,65,5
06/27/21,202,94.44,152,66.7,80.57,0,0,334,259,10155,84,8
06/28/21,195,90.56,151,66.1,78.33,10,0,2,83,10144,90,7
06/29/21,187,86.11,145,62.8,74.455,2,0,28,143,10154,82,8
06/30/21,224,106.67,133,56.1,81.385,5,0,0,159,10175,74,7
07/01/21,245,118.33,125,51.7,85.015,61,0,0,154,10178,70,5
07/02/21,224,106.67,152,66.7,86.685,36,0,6,269,10159,73,7
07/03/21,217,102.78,162,72.2,87.49,21,0,42,239,10118,78,7
07/04/21,217,102.78,156,68.9,85.84,12,0,22,181,10075,84,8
07/05/21,208,97.78,137,58.3,78.04,50,0,142,200,10045,78,7
07/06/21,213,100.56,131,55,77.78,26,0,26,259,9986,84,7
07/07/21,217,102.78,131,55,78.89,27,0,0,194,10116,77,6
07/08/21,247,119.44,143,61.7,90.57,34,0,12,197,10195,80,6
07/09/21,195,90.56,152,66.7,78.63,36,0,0,225,10205,72,7
07/10/21,215,101.67,136,57.8,79.735,6,0,6,247,10166,76,7
07/11/21,220,104.44,116,46.7,75.57,41,0,26,165,10152,80,5
07/12/21,225,107.22,140,60,83.61,13,0,58,223,10112,83,8
07/13/21,252,122.22,149,65,93.61,31,0,0,182,10148,76,6
07/14/21,221,105,149,65,85,95,0,0,221,10181,67,3
07/15/21,268,131.11,141,60.6,95.855,29,0,0,287,10225,72,4
07/16/21,284,140,113,45,92.5,136,0,0,201,10267,63,0
07/17/21,316,157.78,154,67.8,112.79,136,0,0,386,10279,58,0
07/18/21,314,156.67,159,70.6,113.635,129,0,0,374,10247,58,0
07/19/21,322,161.11,181,82.8,121.955,119,0,0,351,10206,62,1
07/20/21,304,151.11,176,80,115.555,108,0,0,346,10196,64,1
07/21/21,298,147.78,177,80.6,114.19,114,0,0,333,10220,61,1
07/22/21,255,123.89,173,78.3,101.095,109,0,0,327,10224,60,1
07/23/21,234,112.22,156,68.9,90.56,98,0,2,334,10167,68,2
07/24/21,215,101.67,159,70.6,86.135,16,0,0,305,10083,79,6
07/25/21,261,127.22,166,74.4,100.81,0,0,70,114,10077,85,8
07/26/21,221,105,153,67.2,86.1,49,0,0,128,10097,76,5
07/27/21,221,105,165,73.9,89.45,26,0,16,242,10082,75,7
07/28/21,233,111.67,165,73.9,92.785,30,0,106,202,10070,81,6
07/29/21,194,90,120,48.9,69.45,104,0,18,208,10096,64,3
07/30/21,217,102.78,143,61.7,82.24,14,0,14,317,10031,80,7
07/31/21,219,103.89,129,53.9,78.895,5,0,46,156,10092,83,7
08/01/21,208,97.78,145,62.8,80.29,10,0,0,152,10113,80,7
08/02/21,238,114.44,127,52.8,83.62,21,0,0,173,10149,73,6
08/03/21,239,115,106,41.1,78.05,45,0,0,195,10130,73,5
08/04/21,220,104.44,117,47.2,75.82,88,0,0,246,10127,69,4
08/05/21,238,114.44,127,52.8,83.62,30,0,22,291,10045,81,6
08/06/21,213,100.56,152,66.7,83.63,28,0,122,177,9985,78,6
08/07/21,207,97.22,134,56.7,76.96,38,0,52,200,9978,81,6
08/08/21,230,110,135,57.2,83.6,27,0,64,189,10056,81,5
08/09/21,241,116.11,127,52.8,84.455,28,0,122,154,10116,85,6
08/10/21,245,118.33,123,50.6,84.465,54,0,0,185,10155,77,5
08/11/21,225,107.22,129,53.9,80.56,98,0,2,270,10180,68,4
08/12/21,229,109.44,158,70,89.72,14,0,0,276,10182,81,6
08/13/21,253,122.78,136,57.8,90.29,3,0,0,120,10209,78,6
08/14/21,243,117.22,142,61.1,89.16,48,0,0,156,10197,73,5
08/15/21,188,86.67,141,60.6,73.635,33,0,0,235,10134,74,6
08/16/21,186,85.56,123,50.6,68.08,20,0,0,201,10173,68,5
08/17/21,241,116.11,114,45.6,80.855,0,0,6,137,10197,78,7
08/18/21,217,102.78,153,67.2,84.99,29,0,0,91,10168,76,7
08/19/21,216,102.22,137,58.3,80.26,27,0,6,201,10143,75,7
08/20/21,211,99.44,135,57.2,78.32,0,0,0,188,10161,81,7
08/21/21,231,110.56,155,68.3,89.43,9,0,26,116,10154,84,7
08/22/21,220,104.44,152,66.7,85.57,43,0,0,94,10190,78,7
08/23/21,240,115.56,155,68.3,91.93,37,0,0,197,10277,71,5
08/24/21,223,106.11,124,51.1,78.605,59,0,0,154,10294,68,4
08/25/21,187,86.11,132,55.6,70.855,98,0,0,221,10256,71,2
08/26/21,197,91.67,159,70.6,81.135,1,0,0,249,10222,65,8
08/27/21,209,98.33,125,51.7,75.015,31,0,0,136,10235,69,5
08/28/21,199,92.78,113,45,68.89,13,0,0,157,10260,74,5
08/29/21,171,77.22,104,40,58.61,24,0,0,161,10254,71,6
08/30/21,189,87.22,138,58.9,73.06,0,0,0,167,10262,76,8
08/31/21,187,86.11,140,60,73.055,0,0,0,89,10295,77,8
09/01/21,202,94.44,140,60,77.22,0,0,0,98,10308,73,8
09/02/21,224,106.67,150,65.6,86.135,28,0,0,117,10276,68,7
09/03/21,201,93.89,136,57.8,75.845,10,0,0,153,10216,72,6
09/04/21,264,128.89,124,51.1,89.995,11,0,0,127,10189,77,7
09/05/21,283,139.44,141,60.6,100.02,73,0,0,126,10205,73,3
09/06/21,302,150,143,61.7,105.85,86,0,0,209,10230,71,1
09/07/21,303,150.56,156,68.9,109.73,116,0,0,207,10206,61,0
09/08/21,239,115,158,70,92.5,101,0,26,243,10125,60,2
09/09/21,226,107.78,168,75.6,91.69,5,0,2,222,10085,84,7
09/10/21,240,115.56,169,76.1,95.83,4,0,18,97,10107,86,8
09/11/21,208,97.78,173,78.3,88.04,36,0,0,100,10163,71,6
09/12/21,218,103.33,120,48.9,76.115,30,0,0,156,10187,70,6
09/13/21,210,98.89,141,60.6,79.745,3,0,82,132,10176,73,7
09/14/21,223,106.11,157,69.4,87.755,3,0,60,118,10117,88,7
09/15/21,237,113.89,150,65.6,89.745,46,0,0,76,10143,76,5
09/16/21,221,105,109,42.8,73.9,91,0,0,153,10175,78,2
09/17/21,252,122.22,131,55,88.61,46,0,0,215,10146,77,4
09/18/21,182,83.33,125,51.7,67.515,47,0,0,166,10139,71,5
09/19/21,205,96.11,144,62.2,79.155,1,0,38,156,10146,84,6
09/20/21,222,105.56,117,47.2,76.38,44,0,0,78,10231,75,5
09/21/21,230,110,99,37.2,73.6,79,0,0,165,10302,74,1
09/22/21,243,117.22,104,40,78.61,84,0,0,180,10274,75,1
09/23/21,246,118.89,118,47.8,83.345,34,0,0,161,10203,80,3
09/24/21,184,84.44,129,53.9,69.17,71,0,0,,10162,77,3
09/25/21,234,112.22,158,70,91.11,0,0,0,,10142,89,6
09/26/21,191,88.33,131,55,71.665,31,0,56,,10117,82,6
09/27/21,189,87.22,138,58.9,73.06,51,0,4,2,10108,72,4
09/28/21,167,75,92,33.3,54.15,26,0,166,144,10155,83,6
09/29/21,165,73.89,84,28.9,51.395,83,0,8,136,10198,72,3
09/30/21,186,85.56,72,22.2,53.88,0,0,64,163,10203,83,7
10/01/21,152,66.67,120,48.9,57.785,35,0,0,70,10101,77,5
10/02/21,180,82.22,72,22.2,52.21,0,0,176,99,9980,88,7
10/03/21,181,82.78,102,38.9,60.84,54,0,26,46,9981,79,4
10/04/21,154,67.78,101,38.3,53.04,44,0,120,134,10079,82,6
10/05/21,176,80,108,42.2,61.1,32,0,0,115,10026,78,5
10/06/21,181,82.78,89,31.7,57.24,84,0,0,101,10189,68,2
10/07/21,177,80.56,118,47.8,64.18,0,0,2,154,10261,90,8
10/08/21,191,88.33,138,58.9,73.615,0,0,2,38,10296,88,7
10/09/21,189,87.22,76,24.4,55.81,57,0,0,63,10286,85,2
10/10/21,161,71.67,85,29.4,50.535,39,0,0,130,10295,81,4
10/11/21,168,75.56,78,25.6,50.58,40,0,0,97,10305,79,1
10/12/21,162,72.22,68,20,46.11,21,0,0,118,10260,85,6
10/13/21,193,89.44,73,22.8,56.12,18,0,0,97,10279,83,5
10/14/21,150,65.56,97,36.1,50.83,32,0,0,94,10236,80,7
10/15/21,177,80.56,124,51.1,65.83,5,0,8,99,10204,75,7
10/16/21,179,81.67,82,27.8,54.735,25,0,0,74,10203,85,5
10/17/21,183,83.89,88,31.1,57.495,7,0,2,85,10174,87,6
10/18/21,209,98.33,72,22.2,60.265,0,0,14,68,10161,93,6
10/19/21,191,88.33,133,56.1,72.215,13,0,184,52,10117,86,8
10/20/21,124,51.11,151,66.1,58.605,41,0,198,76,9983,82,6
10/21/21,147,63.89,80,26.7,45.295,68,0,0,106,10083,70,3
10/22/21,139,59.44,48,8.9,34.17,32,0,0,128,10212,76,5
10/23/21,157,69.44,89,31.7,50.57,0,0,0,94,10248,74,8
10/24/21,177,80.56,110,43.3,61.93,37,0,6,64,10178,74,6
10/25/21,171,77.22,97,36.1,56.66,50,0,4,93,10152,84,3
10/26/21,176,80,82,27.8,53.9,7,0,0,97,10181,87,7
10/27/21,154,67.78,115,46.1,56.94,18,0,0,60,10180,77,8
10/28/21,156,68.89,122,50,59.445,5,0,24,61,10086,80,5
10/29/21,156,68.89,129,53.9,61.395,14,0,30,52,9984,81,6
10/30/21,158,70,85,29.4,49.7,37,0,62,66,9970,83,4
10/31/21,149,65,61,16.1,40.55,27,0,18,84,9928,79,4
11/01/21,131,55,91,32.8,43.9,60,0,2,63,9945,73,2
11/02/21,105,40.56,17,-8.3,16.13,69,0,0,92,9990,84,1
11/03/21,101,38.33,7,-13.9,12.215,34,1–2,4,95,10045,89,4
11/04/21,111,43.89,45,7.2,25.545,4,0,0,63,10150,79,6
11/05/21,132,55.56,6,-14.4,20.58,51,1–2,0,46,10264,82,3
11/06/21,130,54.44,32,0,27.22,2,0,0,79,10249,81,7
11/07/21,126,52.22,78,25.6,38.91,51,0,0,52,10212,68,1
11/08/21,165,73.89,35,1.7,37.795,3,0,0,83,10237,86,5
11/09/21,136,57.78,66,18.9,38.34,33,0,0,59,10234,80,5
11/10/21,155,68.33,85,29.4,48.865,0,0,6,59,10230,93,8
11/11/21,152,66.67,95,35,50.835,12,0,2,30,10226,89,6
11/12/21,128,53.33,63,17.2,35.265,7,0,8,49,10117,89,6
11/13/21,131,55,97,36.1,45.55,0,0,0,36,10158,79,7
11/14/21,120,48.89,100,37.8,43.345,0,0,0,29,10239,83,8
11/15/21,114,45.56,102,38.9,42.23,0,0,0,21,10269,83,7
11/16/21,127,52.78,20,-6.7,23.04,18,0,2,25,10229,87,5
11/17/21,138,58.89,34,1.1,29.995,57,0,0,52,10242,84,0
11/18/21,120,48.89,39,3.9,26.395,19,0,0,66,10290,87,5
11/19/21,108,42.22,87,30.6,36.41,0,0,0,44,10307,86,8
11/20/21,86,30,97,36.1,33.05,0,0,0,16,10241,84,8
11/21/21,100,37.78,50,10,23.89,24,0,0,19,10197,76,4
11/22/21,102,38.89,35,1.7,20.295,58,0,0,52,10300,80,0
11/23/21,74,23.33,6,-14.4,4.465,50,1–2,2,66,10323,88,2
11/24/21,74,23.33,23,-5,9.165,0,0,0,52,10221,88,8
11/25/21,94,34.44,32,0,17.22,60,0,0,25,10164,76,3
11/26/21,51,10.56,15,-9.4,0.58,8,0,62,60,9963,79,6
11/27/21,43,6.11,26,-3.3,1.405,0,0,10,29,9940,80,8
11/28/21,97,36.11,-6,-21.1,7.505,51,3–5,0,29,10069,67,3
11/29/21,120,48.89,-33,-36.1,6.395,7,6–10,0,59,10146,86,4
11/30/21,101,38.33,-5,-20.6,8.865,0,3–5,4,38,10103,84,8
12/01/21,66,18.89,79,26.1,22.495,23,0,4,32,9992,78,6
12/02/21,95,35,6,-14.4,10.3,55,1–2,6,48,10118,74,3
12/03/21,84,28.89,-1,-18.3,5.295,2,1–2,22,16,10049,90,7
12/04/21,67,19.44,50,10,14.72,46,0,34,43,9980,81,4
12/05/21,79,26.11,42,5.6,15.855,0,0,2,13,10064,84,7
12/06/21,82,27.78,17,-8.3,9.74,0,0,16,13,10100,88,6
12/07/21,83,28.33,12,-11.1,8.615,0,1–2,74,13,9975,86,6
12/08/21,91,32.78,47,8.3,20.54,1,0,0,15,9911,71,4
12/09/21,79,26.11,33,0.6,13.355,24,0,84,31,9991,78,5
12/10/21,126,52.22,42,5.6,28.91,43,0,42,40,9994,76,1
12/11/21,142,61.11,13,-10.6,25.255,1,1–2,16,14,10156,89,7
12/12/21,116,46.67,39,3.9,25.285,5,0,2,18,10196,90,8
12/13/21,132,55.56,93,33.9,44.73,0,0,0,12,10233,89,8
12/14/21,131,55,86,30,42.5,0,0,0,12,10266,90,7
12/15/21,119,48.33,92,33.3,40.815,0,0,0,12,10307,80,8
12/16/21,96,35.56,101,38.3,36.93,0,0,0,12,10380,73,8
12/17/21,91,32.78,93,33.9,33.34,1,0,0,14,10404,82,8
12/18/21,65,18.33,71,21.7,20.015,0,0,0,12,10391,92,8
12/19/21,71,21.67,40,4.4,13.035,0,0,0,12,10347,98,8
12/20/21,63,17.22,30,-1.1,8.06,0,0,0,12,10288,81,8
12/21/21,74,23.33,49,9.4,16.365,0,0,2,12,10253,78,6
12/22/21,113,45,-19,-28.3,8.35,0,3–5,2,12,10192,86,6
12/23/21,105,40.56,-1,-18.3,11.13,0,1–2,0,12,10081,93,7
12/24/21,79,26.11,54,12.2,19.155,0,0,134,12,10043,97,7
12/25/21,97,36.11,79,26.1,31.105,0,0,174,12,10034,96,8
12/26/21,112,44.44,54,12.2,28.32,0,0,2,12,10005,99,8
12/27/21,118,47.78,58,14.4,31.09,0,0,50,12,9921,97,8
12/28/21,153,67.22,82,27.8,47.51,1,0,12,14,9926,85,8
12/29/21,150,65.56,71,21.7,43.63,0,0,8,12,10043,90,6
12/30/21,153,67.22,98,36.7,51.96,0,0,26,12,10126,88,8
12/31/21,157,69.44,124,51.1,60.27,9,0,0,22,10167,86,7
01/01/22,123,50.56,123,50.6,50.58,8,0,12,35,10173,85,7
01/02/22,108,42.22,105,40.6,41.41,3,0,4,29,10105,86,6
01/03/22,79,26.11,87,30.6,28.355,0,0,4,25,10079,84,6
01/04/22,66,18.89,74,23.3,21.095,0,0,40,22,10015,86,6
01/05/22,74,23.33,10,-12.2,5.565,51,1–2,0,27,10139,78,0
01/06/22,75,23.89,-35,-37.2,-6.655,9,6–10,12,44,10164,88,4
01/07/22,105,40.56,0,-17.8,11.38,26,1–2,4,31,10107,85,3
01/08/22,89,31.67,-1,-18.3,6.685,0,1–2,48,29,10015,89,7
01/09/22,92,33.33,18,-7.8,12.765,47,0,0,17,10030,82,1
01/10/22,104,40,20,-6.7,16.65,0,0,6,44,10184,93,8
01/11/22,91,32.78,46,7.8,20.29,0,0,26,16,10299,95,8
01/12/22,96,35.56,8,-13.3,11.13,53,1–2,0,24,10406,92,0
